ad_id,heading,location,timestamp,date,amount,lat,lon,canonical_url,image
374084680,Philips Kaffemaskin,Stabekk,1728226476731,06.10.24,2800,59.9097,10.6029,https://www.finn.no/bap/forsale/ad.html?finnkode=374084680,https://images.finncdn.no/dynamic/default/2024/10/vertical-0/06/0/374/084/680_4fa96077-9b9d-4b78-9fd8-771d85e33feb.jpg
